id,label
20043,Regras mínimas das nações unidas para o tratamento de reclusos
20043,Regras de nelson mandela
20043,Regras mínimas para tratamento de presos
13030,Companhia brasileira de trens urbanos
13030,Cbtu
13082,Ctva
13082,Complemento temporário variável de ajuste de mercado
13617,Covid-19
13617,Corona virus disease 2019
13617,Covid19
13617,Covid 19
15430,Exame nacional para certificação de competências de jovens e adultos
15430,Encceja
13300,Cfo
13300,Conselho federal de odontologia
14075,Dimob
14075,Declaração de informações sobre atividades imobiliárias
12458,Cadastro ambiental rural
12458,Car
13301,Conselho federal de psicologia
13301,Cfp
19172,Princípio da pessoalidade da pena
19172,Princípio da personalidade da pena
18496,Puil
18496,Pedido de uniformização de interpretação de lei
18496,Pedido de uniformização de interpretação de lei federal
19179,Princípio da competência-competência
19179,Kompetenz-kompetenz
12166,Avaliação de impacto ambiental
12166,Aia
19459,Programa de inclusão digital
19459,Pid
21873,Vgbl
21873,Vida gerador de benefício livre
13578,Convenção interamericana sobre violência contra a mulher
13578,Convenção de belém do pará
13580,Convenção sobre a eliminação de discriminação contra a mulher
13580,Convenção da mulher (cedaw)
20059,Reincidência não específica
20059,Reincidência simples
13537,Contribuição previdenciária substitutiva incidente sobre a receita bruta
13537,Cprb
13537,Contribuição previdenciária sobre a receita bruta
17165,Estatuto do deficiente
17165,Estatuto da pessoa com deficiência
17165,Lei brasileira de inclusão da pessoa deficiente
17165,Lbi
21211,Teoria da perda do tempo útil
21211,Teoria da perda do tempo livre
